Software,RP Name,Software's Web Page,Software Documentation,Tutorials,
tk,ACES,https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://tkdocs.com/tutorial/index.html,https://www.tutorialspoint.com/python/python_gui_programming.htm,https://www.tcl.tk/man/tcl8.6/TkCmd/contents.html",
tk-intel,"ACES, Bridges-2",,,,
Tkinter,ACES,,,,
tmux,ACES,https://github.com/tmux/tmux,https://man7.org/linux/man-pages/man1/tmux.1.html,"https://thoughtbot.com/blog/a-tmux-crash-course,https://tmuxcheatsheet.com/,https://www.youtube.com/watch?v=BHhA_ZKjyxo,https://www.digitalocean.com/community/tutorials/how-to-install-and-use-tmux-on-ubuntu-12-10",
torchsampler,ACES,,,,
torchtext,"Anvil, Rockfish",,,,
torchvision,ACES,,,,
totalview,Bridges-2,,,,
tqdm,"Stampede-2, ACES, Rockfish",,,,
transfig,Stampede-2,,,,
trilinos,Rockfish,,,,
trim_galore,Bridges-2,,,,
trimmomatic,Bridges-2,,,,
Trinity,Stampede-2,,,,
tRNAscan-se,ACES,http://lowelab.ucsc.edu/tRNAscan-SE/,https://gensoft.pasteur.fr/docs/trnascan/1.3.1/Manual.pdf,http://gtrnadb.ucsc.edu/docs/tRNAgene/,
trng,ACES,,,,
typing-extensions,ACES,https://pypi.org/project/typing/,https://docs.python.org/3/library/typing.html,https://docs.python.org/3/library/typing.html,
UCC,"Expanse, OOKAMI, Anvil, KyRIC, ACES, Rockfish",,,,
UCC-CUDA,ACES,,,,
UCX,"Stampede-2, Anvil, ACES, Rockfish",,,,
UCX-CUDA,Anvil,,,,
udunits,Stampede-2,https://www.unidata.ucar.edu/software/udunits/,https://docs.unidata.ucar.edu/udunits/current/,https://www.unidata.ucar.edu/software/udunits/#help,
udunits2,ACES,https://www.unidata.ucar.edu/software/udunits/,https://docs.unidata.ucar.edu/udunits/current/,https://www.unidata.ucar.edu/software/udunits/#help,
umfpack,ACES,https://people.engr.tamu.edu/davis/suitesparse.html,https://users.encs.concordia.ca/~krzyzak/R%20Code-Communications%20in%20Statistics%20and%20Simulation%202014/Zubeh%F6r/SuiteSparse/UMFPACK/Doc/UserGuide.pdf,https://users.encs.concordia.ca/~krzyzak/R%20Code-Communications%20in%20Statistics%20and%20Simulation%202014/Zubeh%F6r/SuiteSparse/UMFPACK/Doc/QuickStart.pdf,
UnZip,"OOKAMI, ACES",,,,
utf8proc,KyRIC,,,,
util-linux,KyRIC,,,,
util-linux-2.36-gcc-9.3.0-otku36t,KyRIC,,,,
util-linux-uuid-2.36-gcc-9.3.0-syp6lh5,DARWIN,,,,
util-macros-1.19.1-gcc-9.3.0-cpxnkry,"Stampede-2, Anvil, KyRIC, Rockfish",,,,
VALET,"DARWIN, Bridges-2",,,,
valgrind,Bridges-2,,,,
VASP,"Bridges-2, Rockfish",,,,
VCF2MAF,Rockfish,,,,
vcftools,Rockfish,https://vcftools.github.io/index.html,https://vcftools.github.io/man_latest.html,"https://vcftools.github.io/examples.html,https://www.biostars.org/p/335605/,https://www.internationalgenome.org/wiki/Analysis/vcf4.0/",
velocyto,Bridges-2,https://velocyto.org/velocyto.py/,https://velocyto.org/velocyto.py/tutorial/index.html,https://velocyto.org/velocyto.py/tutorial/cli.html,
vim,"OOKAMI, Stampede-2, Delta, Bridges-2",https://www.vim.org/,https://vimhelp.org/,"https://www.tutorialspoint.com/vim/index.htm,https://www.openvim.com/,https://learnvimscriptthehardway.stevelosh.com/,https://www.youtube.com/watch?v=ER5JYFKkYDg",
VisiData,"Stampede-2, ACES, Rockfish",,,,
Visit,ACES,,,,
vmd,KyRIC,https://www.ks.uiuc.edu/Research/vmd/,https://www.ks.uiuc.edu/Research/vmd/vmd-1.9.4/ug/,https://www.ks.uiuc.edu/Training/Tutorials/,
Voro++,Rockfish,,,,
vpl,"Stampede-2, ACES",,,,
vscodeserver,"Stampede-2, KyRIC, ACES, Bridges-2",,,,
vtk,Rockfish,,,,
VTune,ACES,,,,
wannier90,ACES,,,,
Wayland,Delta,,,,
WebProxy,Bridges-2,,,,
westpa,"DARWIN, ACES",https://westpa.github.io/westpa/,https://westpa.readthedocs.io/en/latest/,https://github.com/westpa/westpa/wiki/tutorials,
WIEN2k,ACES,,,,
WRF,"ACES, Rockfish",,,,
wxWidgets,ACES,https://www.wxwidgets.org/,https://docs.wxwidgets.org/3.0/,https://zetcode.com/gui/wxwidgets/,
X11,ACES,,,,
x264,"Stampede-2, Rockfish",https://www.videolan.org/developers/x264.html,https://wiki.videolan.org/Documentation:Modules/x264/,"https://trac.ffmpeg.org/wiki/Encode/H.264,",
x265,ACES,https://www.x265.org/,https://x265.readthedocs.io/en/stable/,https://trac.ffmpeg.org/wiki/Encode/H.265,
xalt,Delta,https://github.com/xalt/xalt,https://xalt.readthedocs.io/en/latest/,https://xalt.readthedocs.io/en/latest/050_install_and_test.html,
xarray,ACES,,,,
xclock,Bridges-2,https://www.x.org/archive/X11R6.8.1/doc/xclock.1.html,https://manpages.ubuntu.com/manpages/noble/en/man1/xclock.1.html,,
Xerces-C++,ACES,,,,
Xfig,ACES,,,,
XGBoost,ACES,,,,
XML-LibXML,Rockfish,,,,
xorg-macros,OOKAMI,,,,
xpdf,ACES,https://www.xpdfreader.com/,https://www.xpdfreader.com/xpdf-man.html,https://www.experts-exchange.com/videos/213/Xpdf-Command-Line-Utilities-for-PDF-Files.html,
xpmem,Rockfish,https://github.com/hpc/xpmem,https://github.com/hpc/xpmem/blob/master/README,https://github.com/hpc/xpmem/blob/master/README,
xprop,Rockfish,,,,
xtb,ACES,https://xtb-docs.readthedocs.io/en/latest/,https://xtb-docs.readthedocs.io/en/latest/,https://xtb-docs.readthedocs.io/en/latest/gfnff.html,
xv,ACES,https://en.wikipedia.org/wiki/Xv_(software),http://www.fifi.org/doc/xv-doc/html/,https://www.unix.com/man-page/linux/3/xv/,
Xvfb,"ACES, Rockfish",,,,
xxd,KyRIC,https://linux.die.net/man/1/xxd,https://manpages.org/xxd,https://www.howtoforge.com/linux-xxd-command/,
XZ,ACES,https://xz.tukaani.org/xz-utils/,https://xz.tukaani.org/xz-for-java/javadoc/org/tukaani/xz/package-summary.html,https://linoxide.com/linux-command/linux-xz-command-examples/,
xz-5.2.5-gcc-9.3.0-q5425k6,OOKAMI,https://xz.tukaani.org/xz-utils/,https://xz.tukaani.org/xz-for-java/javadoc/org/tukaani/xz/package-summary.html,https://linoxide.com/linux-command/linux-xz-command-examples/,
YACS,ACES,,,,
yaml,ACES,https://yaml.org/,https://learnxinyminutes.com/docs/yaml/,"https://www.tutorialspoint.com/yaml/index.htm,https://learnxinyminutes.com/docs/yaml/,https://www.cloudbees.com/blog/yaml-tutorial-everything-you-need-get-started",
Yasm,ACES,,,,
Z3,ACES,,,,
zarr,ACES,,,,
ZeroMQ,"Anvil, ACES, Rockfish",,,,
Zip,KyRIC,,,,
zlib,"Stampede-2, Bridges-2",https://zlib.net/,https://zlib.net/manual.html,https://www.bolet.org/~pornin/deflate-flush.html,
zlib-1.2.11-gcc-9.3.0-mdobuge,"OOKAMI, Rockfish",https://zlib.net/,https://zlib.net/manual.html,https://www.bolet.org/~pornin/deflate-flush.html,
Zoltan,"Anvil, ACES",,,,
zsh,KyRIC,https://www.zsh.org/,https://zsh.sourceforge.io/Doc/Release/index.html,https://zsh.sourceforge.io/Guide/zshguide.html,
zstd,,https://facebook.github.io/zstd/,https://facebook.github.io/zstd/zstd_manual.html,https://facebook.github.io/zstd/zstd_manual.html#Chapter6,
zstd-1.4.5-gcc-9.3.0-46avrcd,,https://facebook.github.io/zstd/,https://facebook.github.io/zstd/zstd_manual.html,https://facebook.github.io/zstd/zstd_manual.html#Chapter7,
